,Region Code,Region,Year,Series,Percentage,Footnotes,Source,ISO,ISO_num
274,156,China,2010,Percentage of individuals using the internet,34.3,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CHN,156
275,156,China,2015,Percentage of individuals using the internet,50.3,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.;Population aged 6 years and over.;Users in the last 6 months.;Data refer to permanent residents.","International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CHN,156
276,156,China,2019,Percentage of individuals using the internet,64.1,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CHN,156
277,156,China,2020,Percentage of individuals using the internet,70.1,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CHN,156
278,156,China,2021,Percentage of individuals using the internet,73.1,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CHN,156
279,344,"China, Hong Kong SAR",2000,Percentage of individuals using the internet,27.8,Population aged 10 years and over.;Users in the last 12 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",HKG,344
280,344,"China, Hong Kong SAR",2005,Percentage of individuals using the internet,56.9,Population aged 10 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",HKG,344
281,344,"China, Hong Kong SAR",2010,Percentage of individuals using the internet,72.0,Population aged 10 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",HKG,344
282,344,"China, Hong Kong SAR",2015,Percentage of individuals using the internet,84.9,Population aged 10 years and over.;Users in the last 12 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",HKG,344
283,344,"China, Hong Kong SAR",2019,Percentage of individuals using the internet,91.7,Population aged 10 years and over.;Users in the last 12 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",HKG,344
284,344,"China, Hong Kong SAR",2020,Percentage of individuals using the internet,92.4,Population aged 10 years and over.;Users in the last 12 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",HKG,344
285,344,"China, Hong Kong SAR",2021,Percentage of individuals using the internet,93.1,Population aged 10 years and over.;Users in the last 12 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",HKG,344
286,446,"China, Macao SAR",2000,Percentage of individuals using the internet,13.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MAC,446
287,446,"China, Macao SAR",2005,Percentage of individuals using the internet,34.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MAC,446
288,446,"China, Macao SAR",2010,Percentage of individuals using the internet,55.2,Population aged 3 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MAC,446
289,446,"China, Macao SAR",2015,Percentage of individuals using the internet,77.6,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MAC,446
290,446,"China, Macao SAR",2019,Percentage of individuals using the internet,86.5,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MAC,446
291,446,"China, Macao SAR",2020,Percentage of individuals using the internet,88.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MAC,446
292,446,"China, Macao SAR",2021,Percentage of individuals using the internet,88.5,Population aged 3 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",MAC,446
293,170,Colombia,2000,Percentage of individuals using the internet,2.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",COL,170
294,170,Colombia,2005,Percentage of individuals using the internet,11.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",COL,170
295,170,Colombia,2010,Percentage of individuals using the internet,36.5,Population aged 5 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",COL,170
296,170,Colombia,2015,Percentage of individuals using the internet,55.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",COL,170
297,170,Colombia,2019,Percentage of individuals using the internet,65.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",COL,170
298,170,Colombia,2020,Percentage of individuals using the internet,70.9,Population aged 5 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",COL,170
299,170,Colombia,2021,Percentage of individuals using the internet,73.0,Population aged 5 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",COL,170
300,174,Comoros,2000,Percentage of individuals using the internet,0.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",COM,174
301,174,Comoros,2005,Percentage of individuals using the internet,2.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",COM,174
302,174,Comoros,2010,Percentage of individuals using the internet,5.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",COM,174
303,174,Comoros,2015,Percentage of individuals using the internet,7.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",COM,174
304,174,Comoros,2019,Percentage of individuals using the internet,16.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",COM,174
305,174,Comoros,2020,Percentage of individuals using the internet,21.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",COM,174
306,174,Comoros,2021,Percentage of individuals using the internet,27.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",COM,174
307,178,Congo,2000,Percentage of individuals using the internet,0.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",COG,178
308,178,Congo,2005,Percentage of individuals using the internet,1.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",COG,178
309,178,Congo,2010,Percentage of individuals using the internet,5.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",COG,178
310,178,Congo,2015,Percentage of individuals using the internet,7.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",COG,178
311,184,Cook Islands,2000,Percentage of individuals using the internet,15.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",COK,184
312,184,Cook Islands,2005,Percentage of individuals using the internet,26.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",COK,184
313,184,Cook Islands,2010,Percentage of individuals using the internet,35.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",COK,184
314,184,Cook Islands,2015,Percentage of individuals using the internet,51.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",COK,184
315,188,Costa Rica,2000,Percentage of individuals using the internet,5.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CRI,188
316,188,Costa Rica,2005,Percentage of individuals using the internet,22.1,Population aged 5 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CRI,188
317,188,Costa Rica,2010,Percentage of individuals using the internet,36.5,Users in the last 3 months.;Population aged 5 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CRI,188
318,188,Costa Rica,2015,Percentage of individuals using the internet,59.8,Population aged 5 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CRI,188
319,188,Costa Rica,2019,Percentage of individuals using the internet,81.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CRI,188
320,188,Costa Rica,2020,Percentage of individuals using the internet,80.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CRI,188
321,188,Costa Rica,2021,Percentage of individuals using the internet,82.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CRI,188
322,384,Côte dIvoire,2000,Percentage of individuals using the internet,0.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CIV,384
323,384,Côte dIvoire,2005,Percentage of individuals using the internet,1.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CIV,384
324,384,Côte dIvoire,2010,Percentage of individuals using the internet,2.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CIV,384
325,384,Côte dIvoire,2015,Percentage of individuals using the internet,16.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CIV,384
326,384,Côte dIvoire,2019,Percentage of individuals using the internet,36.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CIV,384
327,384,Côte dIvoire,2020,Percentage of individuals using the internet,41.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CIV,384
328,384,Côte dIvoire,2021,Percentage of individuals using the internet,45.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CIV,384
329,191,Croatia,2000,Percentage of individuals using the internet,6.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",HRV,191
330,191,Croatia,2005,Percentage of individuals using the internet,33.1,Estimate.;Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",HRV,191
331,191,Croatia,2010,Percentage of individuals using the internet,56.6,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",HRV,191
332,191,Croatia,2015,Percentage of individuals using the internet,69.8,Users in the last 3 months.;Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",HRV,191
333,191,Croatia,2019,Percentage of individuals using the internet,79.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",HRV,191
334,191,Croatia,2020,Percentage of individuals using the internet,78.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",HRV,191
335,191,Croatia,2021,Percentage of individuals using the internet,81.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",HRV,191
336,192,Cuba,2000,Percentage of individuals using the internet,0.5,Refers only to users with access to the international network.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CUB,192
337,192,Cuba,2005,Percentage of individuals using the internet,9.7,Including users of the international network and also those having access only to the Cuban network.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CUB,192
338,192,Cuba,2010,Percentage of individuals using the internet,15.9,Including users of the international network and also those having access only to the Cuban network.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CUB,192
339,192,Cuba,2015,Percentage of individuals using the internet,37.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CUB,192
340,192,Cuba,2019,Percentage of individuals using the internet,68.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CUB,192
341,192,Cuba,2020,Percentage of individuals using the internet,71.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CUB,192
342,192,Cuba,2021,Percentage of individuals using the internet,71.1,Estimate.;Surveys collecting the releavant information were not carried out in 2021.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CUB,192
343,196,Cyprus,2000,Percentage of individuals using the internet,15.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CYP,196
344,196,Cyprus,2005,Percentage of individuals using the internet,32.8,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CYP,196
345,196,Cyprus,2010,Percentage of individuals using the internet,53.0,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CYP,196
346,196,Cyprus,2015,Percentage of individuals using the internet,71.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CYP,196
347,196,Cyprus,2019,Percentage of individuals using the internet,86.1,Use of the internet during the first quarter of the year.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CYP,196
348,196,Cyprus,2020,Percentage of individuals using the internet,90.8,Use of the internet during the first quarter of the year.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CYP,196
349,196,Cyprus,2021,Percentage of individuals using the internet,90.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CYP,196
350,203,Czechia,2000,Percentage of individuals using the internet,9.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CZE,203
351,203,Czechia,2005,Percentage of individuals using the internet,35.3,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CZE,203
352,203,Czechia,2010,Percentage of individuals using the internet,68.8,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CZE,203
353,203,Czechia,2015,Percentage of individuals using the internet,75.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CZE,203
354,203,Czechia,2019,Percentage of individuals using the internet,80.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CZE,203
355,203,Czechia,2020,Percentage of individuals using the internet,81.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CZE,203
356,203,Czechia,2021,Percentage of individuals using the internet,82.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",CZE,203
357,408,Dem. People's Rep. Korea,2000,Percentage of individuals using the internet,0.0,Commercially not available. Local Intranet available in country.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",PRK,408
358,408,Dem. People's Rep. Korea,2005,Percentage of individuals using the internet,0.0,Commercially not available. Local Intranet available in country.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",PRK,408
359,408,Dem. People's Rep. Korea,2010,Percentage of individuals using the internet,0.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",PRK,408
360,180,Dem. Rep. of the Congo,2000,Percentage of individuals using the internet,0.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",COD,180
361,180,Dem. Rep. of the Congo,2005,Percentage of individuals using the internet,0.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",COD,180
362,180,Dem. Rep. of the Congo,2010,Percentage of individuals using the internet,0.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",COD,180
363,180,Dem. Rep. of the Congo,2015,Percentage of individuals using the internet,3.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",COD,180
364,180,Dem. Rep. of the Congo,2019,Percentage of individuals using the internet,16.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",COD,180
365,180,Dem. Rep. of the Congo,2020,Percentage of individuals using the internet,22.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",COD,180
366,180,Dem. Rep. of the Congo,2021,Percentage of individuals using the internet,22.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",COD,180
367,208,Denmark,2000,Percentage of individuals using the internet,39.2,E-mail users.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",DNK,208
368,208,Denmark,2005,Percentage of individuals using the internet,82.7,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",DNK,208
369,208,Denmark,2010,Percentage of individuals using the internet,88.7,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",DNK,208
370,208,Denmark,2015,Percentage of individuals using the internet,96.3,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",DNK,208
371,208,Denmark,2019,Percentage of individuals using the internet,98.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",DNK,208
372,208,Denmark,2020,Percentage of individuals using the internet,96.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",DNK,208
373,208,Denmark,2021,Percentage of individuals using the internet,98.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",DNK,208
374,262,Djibouti,2000,Percentage of individuals using the internet,0.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",DJI,262
375,262,Djibouti,2005,Percentage of individuals using the internet,1.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",DJI,262
376,262,Djibouti,2010,Percentage of individuals using the internet,6.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",DJI,262
377,262,Djibouti,2015,Percentage of individuals using the internet,22.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",DJI,262
378,262,Djibouti,2019,Percentage of individuals using the internet,59.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",DJI,262
379,262,Djibouti,2020,Percentage of individuals using the internet,61.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",DJI,262
380,262,Djibouti,2021,Percentage of individuals using the internet,68.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",DJI,262
381,212,Dominica,2000,Percentage of individuals using the internet,8.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",DMA,212
382,212,Dominica,2005,Percentage of individuals using the internet,38.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",DMA,212
383,212,Dominica,2010,Percentage of individuals using the internet,47.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",DMA,212
384,212,Dominica,2015,Percentage of individuals using the internet,65.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",DMA,212
385,212,Dominica,2019,Percentage of individuals using the internet,73.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",DMA,212
386,212,Dominica,2020,Percentage of individuals using the internet,77.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",DMA,212
387,212,Dominica,2021,Percentage of individuals using the internet,80.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",DMA,212
388,214,Dominican Republic,2000,Percentage of individuals using the internet,3.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",DOM,214
389,214,Dominican Republic,2005,Percentage of individuals using the internet,11.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",DOM,214
390,214,Dominican Republic,2010,Percentage of individuals using the internet,31.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",DOM,214
391,214,Dominican Republic,2015,Percentage of individuals using the internet,54.2,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",DOM,214
392,214,Dominican Republic,2019,Percentage of individuals using the internet,79.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",DOM,214
393,214,Dominican Republic,2020,Percentage of individuals using the internet,82.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",DOM,214
394,214,Dominican Republic,2021,Percentage of individuals using the internet,85.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",DOM,214
395,218,Ecuador,2000,Percentage of individuals using the internet,1.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ECU,218
396,218,Ecuador,2005,Percentage of individuals using the internet,6.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ECU,218
397,218,Ecuador,2010,Percentage of individuals using the internet,29.0,Population aged 5 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ECU,218
398,218,Ecuador,2015,Percentage of individuals using the internet,48.9,Population aged 5 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ECU,218
399,218,Ecuador,2019,Percentage of individuals using the internet,59.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ECU,218
400,218,Ecuador,2020,Percentage of individuals using the internet,70.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ECU,218
401,218,Ecuador,2021,Percentage of individuals using the internet,76.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ECU,218
402,818,Egypt,2000,Percentage of individuals using the internet,0.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",EGY,818
403,818,Egypt,2005,Percentage of individuals using the internet,12.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",EGY,818
404,818,Egypt,2010,Percentage of individuals using the internet,21.6,Population aged 6 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",EGY,818
405,818,Egypt,2015,Percentage of individuals using the internet,37.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",EGY,818
406,818,Egypt,2019,Percentage of individuals using the internet,57.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",EGY,818
407,818,Egypt,2020,Percentage of individuals using the internet,71.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",EGY,818
408,818,Egypt,2021,Percentage of individuals using the internet,72.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",EGY,818
409,222,El Salvador,2000,Percentage of individuals using the internet,1.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SLV,222
410,222,El Salvador,2005,Percentage of individuals using the internet,4.2,Estimate.;Population aged 10 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SLV,222
411,222,El Salvador,2010,Percentage of individuals using the internet,15.9,Population aged 10 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SLV,222
412,222,El Salvador,2015,Percentage of individuals using the internet,26.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SLV,222
413,222,El Salvador,2019,Percentage of individuals using the internet,50.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SLV,222
414,222,El Salvador,2020,Percentage of individuals using the internet,54.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SLV,222
415,222,El Salvador,2021,Percentage of individuals using the internet,62.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SLV,222
416,226,Equatorial Guinea,2000,Percentage of individuals using the internet,0.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",GNQ,226
417,226,Equatorial Guinea,2005,Percentage of individuals using the internet,1.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",GNQ,226
418,226,Equatorial Guinea,2010,Percentage of individuals using the internet,6.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",GNQ,226
419,226,Equatorial Guinea,2015,Percentage of individuals using the internet,21.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",GNQ,226
420,226,Equatorial Guinea,2019,Percentage of individuals using the internet,49.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",GNQ,226
421,226,Equatorial Guinea,2020,Percentage of individuals using the internet,53.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",GNQ,226
422,226,Equatorial Guinea,2021,Percentage of individuals using the internet,53.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",GNQ,226
423,232,Eritrea,2000,Percentage of individuals using the internet,0.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ERI,232
424,232,Eritrea,2010,Percentage of individuals using the internet,0.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ERI,232
425,232,Eritrea,2015,Percentage of individuals using the internet,1.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ERI,232
426,232,Eritrea,2019,Percentage of individuals using the internet,8.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ERI,232
427,232,Eritrea,2020,Percentage of individuals using the internet,14.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ERI,232
428,232,Eritrea,2021,Percentage of individuals using the internet,21.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ERI,232
429,233,Estonia,2000,Percentage of individuals using the internet,28.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",EST,233
430,233,Estonia,2005,Percentage of individuals using the internet,61.5,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",EST,233
431,233,Estonia,2010,Percentage of individuals using the internet,74.1,Users in the last 3 months.;Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",EST,233
432,233,Estonia,2015,Percentage of individuals using the internet,88.4,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",EST,233
433,233,Estonia,2019,Percentage of individuals using the internet,90.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",EST,233
434,233,Estonia,2020,Percentage of individuals using the internet,89.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",EST,233
435,233,Estonia,2021,Percentage of individuals using the internet,91.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",EST,233
436,748,Eswatini,2000,Percentage of individuals using the internet,0.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SWZ,748
437,748,Eswatini,2005,Percentage of individuals using the internet,3.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SWZ,748
438,748,Eswatini,2010,Percentage of individuals using the internet,11.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SWZ,748
439,748,Eswatini,2015,Percentage of individuals using the internet,25.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SWZ,748
440,748,Eswatini,2019,Percentage of individuals using the internet,54.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SWZ,748
441,748,Eswatini,2020,Percentage of individuals using the internet,56.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SWZ,748
442,748,Eswatini,2021,Percentage of individuals using the internet,58.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",SWZ,748
443,231,Ethiopia,2000,Percentage of individuals using the internet,0.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ETH,231
